"Filename","Date","Metadata_Experiment","Metadata_Plate","Magnification","Metadata_Well","Worm_ID","Length_um","Width_um","Topology_Warnings","assay_type","food_conc_OD","food_type","diluent","diluent_concentration_perc","drug","concentration_um","drug_stock_prep_date","drug_prep_method","strain","bleach","well_censor","well_censor_reason","notes","mean_wormlength_um","min_wormlength_um","q10_wormlength_um","q25_wormlength_um","median_wormlength_um","sd_wormlength_um","q75_wormlength_um","q90_wormlength_um","max_wormlength_um","cv_wormlength_um","mean_wormwidth_um","min_wormwidth_um","q10_wormwidth_um","q25_wormwidth_um","median_wormwidth_um","sd_wormwidth_um","q75_wormwidth_um","q90_wormwidth_um","max_wormwidth_um","cv_wormwidth_um","n","flag_id","titer_WellFlag","n_WellFlag","outlier_length_WellFlag","outlier_width_WellFlag","outlier_WellFlag","assay_bleach","control_median_wormlength_um","median_wormlength_um_delta"
"20250529-CbDRC3-p037-m2x_A01_roi_0.png",20250529,"CbDRC3","p037","m2x","A01",0,758.474719044589,35.5607537375072,"","48h",10,"15hHB101","DMSO",1,"Albendazole",0,NA,NA,"ECA2666",2,NA,NA,NA,727.198507117489,587.376969345395,642.485559700924,699.154578094357,736.339557143246,57.2874403562681,767.246558692647,782.785633253414,843.615511916769,0.0787782700260858,31.4712788409966,22.2721379046288,27.7124420106392,29.9222879352146,31.6038357807261,3.10371462587713,33.2400787185376,35.1801120736314,41.5899016563115,0.0986205435615796,69,"2_ECA2666_0",NA,NA,NA,"outlier","outlier","2",743.777729533843,-7.43817239059729
"20250529-CbDRC3-p037-m2x_A02_roi_0.png",20250529,"CbDRC3","p037","m2x","A02",0,755.571967435948,32.6793910993107,"","48h",10,"15hHB101","DMSO",1,"Albendazole",0.117,NA,NA,"ECA2666",2,NA,NA,NA,718.179963154141,203.457478669968,688.468397513025,709.269392543104,728.399244376081,85.0710541876985,756.836151993147,776.746246817328,800.714978346903,0.118453672550371,32.7171169309237,21.23257865007,29.2905673075101,31.1105486716438,32.5497709630886,3.26209076239745,35.0841032894971,36.4783703376977,38.5260482984318,0.0997059358648492,71,"2_ECA2666_0.117",NA,NA,NA,NA,NA,"2",743.777729533843,-15.3784851577626
"20250529-CbDRC3-p037-m2x_A03_roi_0.png",20250529,"CbDRC3","p037","m2x","A03",0,750.559573649595,36.4690814627511,"","48h",10,"15hHB101","DMSO",1,"Albendazole",0.234,NA,NA,"ECA2666",2,NA,NA,NA,700.871289933568,151.060136885079,580.832044743131,700.542389541138,731.750599108519,107.191780876371,750.559573649595,779.753958199956,807.542557157246,0.152940750200413,32.4125739075564,14.5944201241449,28.9389276105387,31.1329501572237,33.0049910805923,3.77648447288187,34.4259297118399,36.4325615439039,37.9985724692653,0.11651294598364,81,"2_ECA2666_0.234",NA,"n>75",NA,NA,NA,"2",743.777729533843,-12.0271304253246
"20250529-CbDRC3-p037-m2x_A04_roi_0.png",20250529,"CbDRC3","p037","m2x","A04",0,745.396920767606,34.0124366640467,"","48h",10,"15hHB101","DMSO",1,"Albendazole",0.468,NA,NA,"ECA2666",2,NA,NA,NA,734.181108325332,610.633463979,680.830984748174,712.221120067085,738.907207110087,42.2592700327964,760.987674084867,777.742839250794,834.901607311546,0.0575597349939852,32.8665406662895,27.0770252199411,29.6882845050841,31.188515956477,32.9384443602907,2.40929796461686,34.8385149806938,35.6373758113336,37.6686189477898,0.0733054929351913,66,"2_ECA2666_0.468",NA,NA,NA,NA,NA,"2",743.777729533843,-4.87052242375648
"20250529-CbDRC3-p037-m2x_A05_roi_0.png",20250529,"CbDRC3","p037","m2x","A05",0,761.217557837595,33.9448058955958,"","48h",10,"15hHB101","DMSO",1,"Albendazole",0.9375,NA,NA,"ECA2666",2,NA,NA,NA,725.319711328852,623.376293023185,680.767600790666,710.820075467587,731.892326584908,34.9388281376494,745.924471116007,764.444235024287,783.793793471159,0.0481702449167392,32.8593467322909,26.6594876364505,29.5021229468369,30.8342916965469,32.6141560497408,2.52841309330217,34.9829264449136,36.1178356228664,37.1000916540969,0.0769465416918194,56,"2_ECA2666_0.9375",NA,NA,NA,NA,NA,"2",743.777729533843,-11.8854029489351
"20250529-CbDRC3-p037-m2x_A06_roi_0.png",20250529,"CbDRC3","p037","m2x","A06",0,704.470446620185,33.915562737422,"","48h",10,"15hHB101","DMSO",1,"Albendazole",1.875,NA,NA,"ECA2666",2,NA,NA,NA,689.197196047324,504.517483047214,646.198416169623,674.673034565767,697.423524159797,41.8632468782699,714.340416457625,729.003070457773,749.605651167476,0.0607420446838199,33.885231984518,27.7616325530897,30.5215148371581,31.507768420164,33.8406336754039,2.78404594713252,36.005948469092,37.5576226036151,39.300504572342,0.0821610413765071,69,"2_ECA2666_1.875",NA,NA,NA,"outlier","outlier","2",743.777729533843,-46.3542053740462
"20250529-CbDRC3-p037-m2x_A07_roi_0.png",20250529,"CbDRC3","p037","m2x","A07",0,688.050906443942,34.1851719876448,"","48h",10,"15hHB101","DMSO",1,"Albendazole",3.75,NA,NA,"ECA2666",2,NA,NA,NA,658.958561388694,363.439418368874,625.822304338113,643.185916193156,668.148162180662,47.6208113702682,683.302575644232,697.059955140807,737.783783623817,0.0722667769425618,35.0777297897236,22.8596024632017,31.9317425986197,34.1659249421859,35.5535621641578,2.64429456515228,36.685096264372,37.454034053143,39.3011670776353,0.0753838569657652,70,"2_ECA2666_3.75",NA,NA,NA,NA,NA,"2",743.777729533843,-75.6295673531811
"20250529-CbDRC3-p037-m2x_A08_roi_0.png",20250529,"CbDRC3","p037","m2x","A08",0,681.293339918684,34.9630396027105,"","48h",10,"15hHB101","DMSO",1,"Albendazole",7.5,NA,NA,"ECA2666",2,NA,NA,NA,660.344713059416,348.903727288176,630.420402823645,643.517021240308,669.071257055616,54.2602208606784,686.491663614779,702.646724777341,741.023266603177,0.0821695393142281,33.7658290184112,17.7738641452999,31.0326581819627,33.226379849596,34.3882427929281,2.99219225836007,35.2328798129902,36.3395292776705,38.4233830311475,0.0886159867932917,62,"2_ECA2666_7.5",NA,NA,NA,"outlier","outlier","2",743.777729533843,-74.7064724782272
"20250529-CbDRC3-p037-m2x_A09_roi_0.png",20250529,"CbDRC3","p037","m2x","A09",0,656.983706193497,32.5743064030331,"","48h",10,"15hHB101","DMSO",1,"Albendazole",15,NA,NA,"ECA2666",2,NA,NA,NA,647.214521636369,321.533921760845,616.55081605384,628.490114360515,649.785845650549,51.1703519301637,668.86325566996,687.492477845107,731.305943777365,0.0790624286377079,35.3636633087834,20.2674460044993,32.8711264142036,33.8918055000448,35.6280645606234,2.90187997160197,36.9631911926641,38.1855983124464,40.8719903063989,0.0820582400150049,63,"2_ECA2666_15",NA,NA,NA,NA,NA,"2",743.777729533843,-93.9918838832939
"20250529-CbDRC3-p037-m2x_A10_roi_0.png",20250529,"CbDRC3","p037","m2x","A10",0,651.71031830715,36.1140807512614,"","48h",10,"15hHB101","DMSO",1,"Albendazole",30,NA,NA,"ECA2666",2,NA,NA,NA,635.308263376596,450.35615046295,592.948479227398,615.100502100118,634.78397211327,38.1264950625335,655.074545283576,682.168882970064,696.167837576032,0.06001259114732,35.906172834646,28.3089151413451,32.9101280798809,34.3283777346245,36.2839835345155,2.59615232500071,37.5549704807515,38.1848300537895,41.8503175867971,0.0723037884587818,69,"2_ECA2666_30",NA,NA,NA,NA,NA,"2",743.777729533843,-108.993757420573
